pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,NMR,NMR_adult,migration_category,NMR_quartile,NMR_bin,area_type,is_anomaly
600004,2025,Tamil Nadu,Chennai,210,44,9,263,386,2333,2719,10.338403041825096,8.870722433460076,9.338403041825096,7.870722433460076,very_high_attraction,Q3,5-10,Medium,False
600005,2025,Tamil Nadu,Chennai,218,37,9,264,540,2432,2972,11.257575757575758,9.212121212121213,10.257575757575758,8.212121212121213,extreme_attraction,Q3,10-20,Medium,False
600006,2025,Tamil Nadu,Chennai,60,10,0,70,93,539,632,9.028571428571428,7.7,8.028571428571428,6.7,very_high_attraction,Q2,5-10,Low,False
600007,2025,Tamil Nadu,Chennai,93,22,1,116,180,1468,1648,14.20689655172414,12.655172413793103,13.20689655172414,11.655172413793103,extreme_attraction,Q4,10-20,Medium,False
600008,2025,Tamil Nadu,Chennai,24,7,2,33,73,521,594,18.0,15.787878787878787,17.0,14.787878787878787,extreme_attraction,Q4,10-20,Low,False
600010,2025,Tamil Nadu,Chennai,110,25,1,136,267,1515,1782,13.102941176470589,11.139705882352942,12.102941176470589,10.139705882352942,extreme_attraction,Q3,10-20,Medium,False
600011,2025,Tamil Nadu,Chennai,181,23,0,204,451,3305,3756,18.41176470588235,16.20098039215686,17.41176470588235,15.20098039215686,extreme_attraction,Q4,10-20,Medium,False
600012,2025,Tamil Nadu,Chennai,433,98,0,531,724,5504,6228,11.728813559322036,10.365348399246704,10.728813559322036,9.365348399246704,extreme_attraction,Q3,10-20,High,False
600013,2025,Tamil Nadu,Chennai,163,23,7,193,247,1896,2143,11.103626943005182,9.823834196891193,10.103626943005182,8.823834196891191,extreme_attraction,Q3,10-20,Medium,False
600014,2025,Tamil Nadu,Chennai,147,33,1,181,364,2018,2382,13.160220994475138,11.149171270718233,12.160220994475138,10.149171270718233,extreme_attraction,Q3,10-20,Medium,False
600015,2025,Tamil Nadu,Chennai,175,43,3,221,605,4578,5183,23.452488687782804,20.714932126696837,22.452488687782804,19.714932126696837,extreme_attraction,Q4,20-50,Medium,False
600016,2025,Tamil Nadu,Chennai,132,39,0,171,249,1603,1852,10.830409356725148,9.374269005847951,9.830409356725148,8.374269005847953,very_high_attraction,Q3,5-10,Medium,False
600017,2025,Tamil Nadu,Chennai,127,34,5,166,298,2155,2453,14.77710843373494,12.981927710843374,13.77710843373494,11.981927710843374,extreme_attraction,Q4,10-20,Medium,False
600018,2025,Tamil Nadu,Chennai,71,23,5,99,222,968,1190,12.02020202020202,9.77777777777778,11.02020202020202,8.777777777777779,extreme_attraction,Q3,10-20,Low,False
600019,2025,Tamil Nadu,Chennai,337,62,1,400,799,6024,6823,17.0575,15.06,16.0575,14.06,extreme_attraction,Q4,10-20,Medium,False
600020,2025,Tamil Nadu,Chennai,66,20,6,92,173,1304,1477,16.054347826086957,14.173913043478262,15.054347826086955,13.173913043478262,extreme_attraction,Q4,10-20,Low,False
600021,2025,Tamil Nadu,Chennai,331,90,4,425,680,5723,6403,15.065882352941175,13.465882352941176,14.065882352941175,12.465882352941176,extreme_attraction,Q4,10-20,Medium,False
600023,2025,Tamil Nadu,Chennai,158,41,4,203,354,2363,2717,13.38423645320197,11.64039408866995,12.38423645320197,10.64039408866995,extreme_attraction,Q3,10-20,Medium,False
600024,2025,Tamil Nadu,Chennai,103,29,1,133,318,2547,2865,21.541353383458645,19.150375939849624,20.541353383458645,18.150375939849624,extreme_attraction,Q4,20-50,Medium,False
600026,2025,Tamil Nadu,Chennai,70,20,2,92,150,1547,1697,18.445652173913043,16.815217391304348,17.445652173913043,15.815217391304348,extreme_attraction,Q4,10-20,Low,False
600028,2025,Tamil Nadu,Chennai,226,73,19,318,306,2184,2490,7.830188679245283,6.867924528301887,6.830188679245283,5.867924528301887,very_high_attraction,Q2,5-10,Medium,False
600029,2025,Tamil Nadu,Chennai,93,17,0,110,178,1160,1338,12.163636363636364,10.545454545454543,11.163636363636364,9.545454545454543,extreme_attraction,Q3,10-20,Medium,False
600030,2025,Tamil Nadu,Chennai,67,12,1,80,90,739,829,10.3625,9.2375,9.3625,8.2375,very_high_attraction,Q3,5-10,Low,False
600031,2025,Tamil Nadu,Chennai,36,5,0,41,91,377,468,11.414634146341465,9.195121951219512,10.414634146341465,8.195121951219512,extreme_attraction,Q3,10-20,Low,False
600032,2025,Tamil Nadu,Chennai,97,31,3,131,172,1044,1216,9.282442748091604,7.969465648854962,8.282442748091603,6.969465648854962,very_high_attraction,Q2,5-10,Medium,False
600033,2025,Tamil Nadu,Chennai,100,30,1,131,323,2444,2767,21.12213740458015,18.65648854961832,20.12213740458015,17.65648854961832,extreme_attraction,Q4,20-50,Medium,False
600034,2025,Tamil Nadu,Chennai,68,31,1,100,122,1119,1241,12.41,11.19,11.41,10.19,extreme_attraction,Q3,10-20,Low,False
600035,2025,Tamil Nadu,Chennai,30,10,0,40,80,471,551,13.775,11.775,12.775,10.775,extreme_attraction,Q4,10-20,Low,False
600037,2025,Tamil Nadu,Tiruvallur,167,45,1,213,598,3185,3783,17.760563380281692,14.953051643192488,16.760563380281692,13.953051643192488,extreme_attraction,Q4,10-20,Medium,False
600039,2025,Tamil Nadu,Chennai,301,70,2,373,665,4557,5222,14.0,12.2171581769437,13.0,11.2171581769437,extreme_attraction,Q4,10-20,Medium,False
600040,2025,Tamil Nadu,Chennai,123,38,7,168,307,2262,2569,15.291666666666666,13.464285714285714,14.291666666666666,12.464285714285714,extreme_attraction,Q4,10-20,Medium,False
600041,2025,Tamil Nadu,Chennai,193,67,6,266,360,2516,2876,10.81203007518797,9.458646616541351,9.81203007518797,8.458646616541353,very_high_attraction,Q3,5-10,Medium,False
600042,2025,Tamil Nadu,Chennai,253,104,1,358,977,5724,6701,18.717877094972067,15.988826815642458,17.717877094972067,14.988826815642458,extreme_attraction,Q4,10-20,Medium,False
600043,2025,Tamil Nadu,Kancheepuram,159,64,0,223,393,2187,2580,11.5695067264574,9.807174887892376,10.5695067264574,8.807174887892376,extreme_attraction,Q3,10-20,Medium,False
600044,2025,Tamil Nadu,Kancheepuram,285,88,0,373,728,4714,5442,14.589812332439678,12.638069705093834,13.589812332439678,11.638069705093834,extreme_attraction,Q4,10-20,Medium,False
600045,2025,Tamil Nadu,Kancheepuram,234,86,25,345,390,2588,2978,8.631884057971014,7.501449275362319,7.631884057971014,6.501449275362319,very_high_attraction,Q2,5-10,Medium,False
600047,2025,Tamil Nadu,Kancheepuram,30,14,0,44,63,417,480,10.909090909090908,9.477272727272728,9.909090909090908,8.477272727272727,very_high_attraction,Q3,5-10,Low,False
600048,2025,Tamil Nadu,Kancheepuram,264,89,1,354,927,7186,8113,22.9180790960452,20.29943502824859,21.9180790960452,19.29943502824859,extreme_attraction,Q4,20-50,Medium,False
600049,2025,Tamil Nadu,Chennai,176,43,3,222,443,2726,3169,14.274774774774777,12.27927927927928,13.274774774774777,11.27927927927928,extreme_attraction,Q4,10-20,Medium,False
600050,2025,Tamil Nadu,Chennai,101,36,0,137,280,1541,1821,13.291970802919709,11.248175182481752,12.291970802919709,10.248175182481752,extreme_attraction,Q3,10-20,Medium,False
600051,2025,Tamil Nadu,Tiruvallur,77,37,0,114,194,1497,1691,14.833333333333334,13.13157894736842,13.833333333333334,12.13157894736842,extreme_attraction,Q4,10-20,Medium,False
600052,2025,Tamil Nadu,Tiruvallur,600,185,11,796,570,4674,5244,6.587939698492463,5.871859296482412,5.587939698492463,4.871859296482412,very_high_attraction,Q1,5-10,High,False
600053,2025,Tamil Nadu,Tiruvallur,381,133,4,518,2121,17508,19629,37.8938223938224,33.7992277992278,36.8938223938224,32.7992277992278,extreme_attraction,Q4,20-50,High,True
600054,2025,Tamil Nadu,Tiruvallur,137,34,0,171,458,2375,2833,16.567251461988302,13.88888888888889,15.567251461988302,12.88888888888889,extreme_attraction,Q4,10-20,Medium,False
600055,2025,Tamil Nadu,Tiruvallur,162,31,0,193,269,1468,1737,9.0,7.606217616580311,8.0,6.606217616580311,very_high_attraction,Q2,5-10,Medium,False
600056,2025,Tamil Nadu,Tiruvallur,342,120,5,467,774,5582,6356,13.610278372591006,11.95289079229122,12.610278372591006,10.95289079229122,extreme_attraction,Q3,10-20,Medium,False
600057,2025,Tamil Nadu,Tiruvallur,156,35,0,191,290,1856,2146,11.235602094240836,9.717277486910994,10.235602094240836,8.717277486910994,extreme_attraction,Q3,10-20,Medium,False
600058,2025,Tamil Nadu,Tiruvallur,48,16,0,64,134,1150,1284,20.0625,17.96875,19.0625,16.96875,extreme_attraction,Q4,10-20,Low,False
600059,2025,Tamil Nadu,Kancheepuram,87,32,1,120,236,990,1226,10.216666666666669,8.25,9.216666666666669,7.25,very_high_attraction,Q3,5-10,Medium,False
600060,2025,Tamil Nadu,Tiruvallur,95,27,13,135,304,1719,2023,14.985185185185186,12.733333333333333,13.985185185185186,11.733333333333333,extreme_attraction,Q4,10-20,Medium,False
600061,2025,Tamil Nadu,Kancheepuram,106,43,0,149,441,1933,2374,15.93288590604027,12.973154362416109,14.93288590604027,11.973154362416109,extreme_attraction,Q4,10-20,Medium,False
600062,2025,Tamil Nadu,Tiruvallur,344,80,1,425,888,5390,6278,14.771764705882353,12.68235294117647,13.771764705882353,11.68235294117647,extreme_attraction,Q4,10-20,Medium,False
600063,2025,Tamil Nadu,Kancheepuram,164,64,6,234,580,4610,5190,22.17948717948718,19.700854700854705,21.17948717948718,18.700854700854705,extreme_attraction,Q4,20-50,Medium,False
600064,2025,Tamil Nadu,Chengalpattu,81,40,1,122,325,1724,2049,16.795081967213115,14.131147540983608,15.795081967213116,13.131147540983608,extreme_attraction,Q4,10-20,Medium,False
600066,2025,Tamil Nadu,Tiruvallur,146,55,4,205,229,1512,1741,8.492682926829268,7.375609756097561,7.492682926829268,6.375609756097561,very_high_attraction,Q2,5-10,Medium,False
600067,2025,Tamil Nadu,Tiruvallur,169,68,0,237,219,1442,1661,7.008438818565401,6.084388185654008,6.008438818565401,5.084388185654008,very_high_attraction,Q2,5-10,Medium,False
600068,2025,Tamil Nadu,Tiruvallur,155,55,0,210,197,1426,1623,7.728571428571429,6.79047619047619,6.728571428571429,5.79047619047619,very_high_attraction,Q2,5-10,Medium,False
600069,2025,Tamil Nadu,Kancheepuram,271,102,10,383,1270,8087,9357,24.430809399477805,21.11488250652741,23.430809399477805,20.11488250652741,extreme_attraction,Q4,20-50,Medium,False
600070,2025,Tamil Nadu,Kancheepuram,138,66,0,204,307,1932,2239,10.97549019607843,9.470588235294118,9.97549019607843,8.470588235294118,very_high_attraction,Q3,5-10,Medium,False
600071,2025,Tamil Nadu,Tiruvallur,196,44,1,241,575,2925,3500,14.522821576763484,12.136929460580912,13.522821576763484,11.136929460580912,extreme_attraction,Q4,10-20,Medium,False
600072,2025,Tamil Nadu,Tiruvallur,176,46,0,222,224,1395,1619,7.292792792792793,6.283783783783784,6.292792792792793,5.283783783783784,very_high_attraction,Q2,5-10,Medium,False
600073,2025,Tamil Nadu,Kancheepuram,222,107,4,333,677,3968,4645,13.94894894894895,11.915915915915916,12.94894894894895,10.915915915915916,extreme_attraction,Q4,10-20,Medium,False
600074,2025,Tamil Nadu,Kancheepuram,73,35,0,108,157,1069,1226,11.351851851851851,9.898148148148149,10.351851851851851,8.898148148148149,extreme_attraction,Q3,10-20,Medium,False
600075,2025,Tamil Nadu,Kancheepuram,116,50,0,166,392,2251,2643,15.921686746987952,13.560240963855422,14.921686746987952,12.560240963855422,extreme_attraction,Q4,10-20,Medium,False
600076,2025,Tamil Nadu,Tiruvallur,40,17,0,57,112,735,847,14.859649122807015,12.894736842105264,13.859649122807015,11.894736842105264,extreme_attraction,Q4,10-20,Low,False
600077,2025,Tamil Nadu,Tiruvallur,309,105,0,414,1890,12273,14163,34.210144927536234,29.644927536231883,33.210144927536234,28.644927536231883,extreme_attraction,Q4,20-50,Medium,True
600078,2025,Tamil Nadu,Chennai,230,61,0,291,545,4804,5349,18.38144329896907,16.508591065292098,17.38144329896907,15.508591065292098,extreme_attraction,Q4,10-20,Medium,False
600080,2025,Tamil Nadu,Chennai,57,25,0,82,181,948,1129,13.768292682926829,11.560975609756095,12.768292682926829,10.560975609756095,extreme_attraction,Q4,10-20,Low,False
600081,2025,Tamil Nadu,Chennai,247,53,3,303,624,5354,5978,19.72937293729373,17.66996699669967,18.72937293729373,16.66996699669967,extreme_attraction,Q4,10-20,Medium,False
600082,2025,Tamil Nadu,Chennai,148,32,0,180,331,2562,2893,16.072222222222223,14.233333333333333,15.072222222222225,13.233333333333333,extreme_attraction,Q4,10-20,Medium,False
600083,2025,Tamil Nadu,Chennai,142,27,1,170,308,2795,3103,18.25294117647059,16.441176470588236,17.25294117647059,15.441176470588236,extreme_attraction,Q4,10-20,Medium,False
600084,2025,Tamil Nadu,Chennai,28,5,1,34,44,274,318,9.352941176470589,8.058823529411764,8.352941176470589,7.0588235294117645,very_high_attraction,Q2,5-10,Low,False
600085,2025,Tamil Nadu,Chennai,59,15,4,78,104,792,896,11.487179487179487,10.153846153846152,10.487179487179487,9.153846153846152,extreme_attraction,Q3,10-20,Low,False
600086,2025,Tamil Nadu,Chennai,18,12,2,32,60,239,299,9.34375,7.46875,8.34375,6.46875,very_high_attraction,Q2,5-10,Low,False
600087,2025,Tamil Nadu,Tiruvallur,119,44,4,167,269,1920,2189,13.107784431137723,11.497005988023952,12.107784431137723,10.497005988023952,extreme_attraction,Q3,10-20,Medium,False
600088,2025,Tamil Nadu,Chennai,125,56,2,183,427,1552,1979,10.814207650273223,8.480874316939891,9.814207650273223,7.480874316939891,very_high_attraction,Q3,5-10,Medium,False
600089,2025,Tamil Nadu,Tiruvallur,121,31,2,154,200,1117,1317,8.551948051948052,7.253246753246753,7.551948051948052,6.253246753246753,very_high_attraction,Q2,5-10,Medium,False
600090,2025,Tamil Nadu,Chennai,33,15,4,52,99,725,824,15.846153846153848,13.942307692307692,14.846153846153848,12.942307692307692,extreme_attraction,Q4,10-20,Low,False
600091,2025,Tamil Nadu,Chennai,270,122,1,393,677,3289,3966,10.091603053435117,8.368956743002544,9.091603053435117,7.368956743002544,very_high_attraction,Q3,5-10,Medium,False
600092,2025,Tamil Nadu,Chennai,113,33,0,146,289,1961,2250,15.41095890410959,13.431506849315069,14.41095890410959,12.431506849315069,extreme_attraction,Q4,10-20,Medium,False
600093,2025,Tamil Nadu,Chennai,83,14,5,102,118,1050,1168,11.450980392156865,10.294117647058824,10.450980392156865,9.294117647058824,extreme_attraction,Q3,10-20,Medium,False
600094,2025,Tamil Nadu,Chennai,143,31,0,174,400,2956,3356,19.28735632183908,16.988505747126435,18.28735632183908,15.988505747126435,extreme_attraction,Q4,10-20,Medium,False
600095,2025,Tamil Nadu,Tiruvallur,215,97,4,316,714,5570,6284,19.88607594936709,17.626582278481013,18.88607594936709,16.626582278481013,extreme_attraction,Q4,10-20,Medium,False
600096,2025,Tamil Nadu,Kancheepuram,114,46,5,165,302,1692,1994,12.084848484848484,10.254545454545454,11.084848484848484,9.254545454545454,extreme_attraction,Q3,10-20,Medium,False
600097,2025,Tamil Nadu,Kancheepuram,186,81,1,268,400,2839,3239,12.085820895522389,10.593283582089551,11.085820895522389,9.593283582089551,extreme_attraction,Q3,10-20,Medium,False
600099,2025,Tamil Nadu,Tiruvallur,308,103,1,412,820,6402,7222,17.52912621359223,15.53883495145631,16.52912621359223,14.53883495145631,extreme_attraction,Q4,10-20,Medium,False
600100,2025,Tamil Nadu,Kancheepuram,581,315,19,915,1055,7144,8199,8.960655737704919,7.807650273224044,7.9606557377049185,6.807650273224044,very_high_attraction,Q2,5-10,High,False
600101,2025,Tamil Nadu,Tiruvallur,49,18,1,68,228,999,1227,18.044117647058822,14.691176470588236,17.044117647058822,13.691176470588236,extreme_attraction,Q4,10-20,Low,False
600102,2025,Tamil Nadu,Chennai,35,10,1,46,90,489,579,12.58695652173913,10.630434782608695,11.58695652173913,9.630434782608695,extreme_attraction,Q3,10-20,Low,False
600103,2025,Tamil Nadu,Tiruvallur,88,38,0,126,167,1265,1432,11.365079365079366,10.03968253968254,10.365079365079366,9.03968253968254,extreme_attraction,Q3,10-20,Medium,False
600106,2025,Tamil Nadu,Chennai,129,30,1,160,227,1401,1628,10.175,8.75625,9.175,7.75625,very_high_attraction,Q3,5-10,Medium,False
600107,2025,Tamil Nadu,Chennai,170,48,0,218,351,2732,3083,14.142201834862384,12.53211009174312,13.142201834862384,11.53211009174312,extreme_attraction,Q4,10-20,Medium,False
600109,2025,Tamil Nadu,Tiruvallur,33,5,0,38,43,203,246,6.473684210526316,5.342105263157895,5.473684210526316,4.342105263157895,very_high_attraction,Q1,5-10,Low,False
600110,2025,Tamil Nadu,Tiruvallur,53,25,0,78,163,1308,1471,18.85897435897436,16.76923076923077,17.858974358974358,15.76923076923077,extreme_attraction,Q4,10-20,Low,False
600112,2025,Tamil Nadu,Chennai,60,12,2,74,117,915,1032,13.945945945945946,12.364864864864863,12.945945945945946,11.364864864864863,extreme_attraction,Q4,10-20,Low,False
600113,2025,Tamil Nadu,Chennai,81,16,0,97,215,1025,1240,12.783505154639176,10.56701030927835,11.783505154639176,9.56701030927835,extreme_attraction,Q3,10-20,Low,False
600114,2025,Tamil Nadu,Kancheepuram,55,20,0,75,135,469,604,8.053333333333333,6.253333333333333,7.053333333333333,5.253333333333333,very_high_attraction,Q2,5-10,Low,False
600115,2025,Tamil Nadu,Kancheepuram,165,80,16,261,201,1414,1615,6.187739463601533,5.417624521072797,5.187739463601533,4.417624521072797,very_high_attraction,Q1,5-10,Medium,False
600116,2025,Tamil Nadu,Chennai,208,98,0,306,456,3025,3481,11.375816993464053,9.88562091503268,10.375816993464053,8.88562091503268,extreme_attraction,Q3,10-20,Medium,False
600117,2025,Tamil Nadu,Chennai,200,110,1,311,439,2413,2852,9.170418006430868,7.758842443729904,8.170418006430868,6.758842443729904,very_high_attraction,Q2,5-10,Medium,False
600118,2025,Tamil Nadu,Chennai,300,77,6,383,775,5272,6047,15.788511749347258,13.765013054830288,14.788511749347258,12.765013054830288,extreme_attraction,Q4,10-20,Medium,False
600119,2025,Tamil Nadu,Kancheepuram,282,188,17,487,386,2665,3051,6.264887063655031,5.472279260780288,5.264887063655031,4.472279260780288,very_high_attraction,Q1,5-10,Medium,False
600120,2025,Tamil Nadu,Tiruvallur,85,19,0,104,91,959,1050,10.096153846153848,9.221153846153848,9.096153846153848,8.221153846153847,very_high_attraction,Q3,5-10,Medium,False
600122,2025,Tamil Nadu,Kancheepuram,270,106,0,376,1193,8165,9358,24.888297872340427,21.71542553191489,23.888297872340427,20.71542553191489,extreme_attraction,Q4,20-50,Medium,False
600123,2025,Tamil Nadu,Kancheepuram,81,14,3,98,157,907,1064,10.857142857142858,9.255102040816327,9.857142857142858,8.255102040816327,very_high_attraction,Q3,5-10,Low,False
600124,2025,Tamil Nadu,Tiruvallur,126,46,3,175,141,1191,1332,7.611428571428571,6.805714285714286,6.611428571428571,5.805714285714286,very_high_attraction,Q2,5-10,Medium,False
600125,2025,Tamil Nadu,Kancheepuram,123,63,1,187,382,2333,2715,14.518716577540108,12.475935828877006,13.518716577540108,11.475935828877006,extreme_attraction,Q4,10-20,Medium,False
600126,2025,Tamil Nadu,Chengalpattu,264,107,4,375,708,3909,4617,12.312,10.424,11.312,9.424,extreme_attraction,Q3,10-20,Medium,False
600127,2025,Tamil Nadu,Kancheepuram,128,61,2,191,296,2088,2384,12.481675392670155,10.93193717277487,11.481675392670155,9.93193717277487,extreme_attraction,Q3,10-20,Medium,False
600128,2025,Tamil Nadu,Kancheepuram,41,26,0,67,135,907,1042,15.552238805970148,13.537313432835822,14.552238805970148,12.537313432835822,extreme_attraction,Q4,10-20,Low,False
600129,2025,Tamil Nadu,Chennai,64,26,0,90,168,1215,1383,15.366666666666667,13.5,14.366666666666667,12.5,extreme_attraction,Q4,10-20,Low,False
600130,2025,Tamil Nadu,Chengalpattu,73,58,14,145,199,1360,1559,10.751724137931037,9.379310344827584,9.751724137931037,8.379310344827585,very_high_attraction,Q3,5-10,Medium,False
601101,2025,Tamil Nadu,Tiruvallur,71,25,0,96,61,695,756,7.875,7.239583333333333,6.875,6.239583333333333,very_high_attraction,Q2,5-10,Low,False
601102,2025,Tamil Nadu,Tiruvallur,89,38,0,127,119,1044,1163,9.15748031496063,8.220472440944881,8.15748031496063,7.2204724409448815,very_high_attraction,Q2,5-10,Medium,False
601103,2025,Tamil Nadu,Tiruvallur,113,40,3,156,119,1135,1254,8.038461538461538,7.2756410256410255,7.038461538461538,6.2756410256410255,very_high_attraction,Q2,5-10,Medium,False
601201,2025,Tamil Nadu,Tiruvallur,381,173,0,554,449,4777,5226,9.433212996389893,8.62274368231047,8.433212996389893,7.622743682310469,very_high_attraction,Q2,5-10,High,False
601202,2025,Tamil Nadu,Tiruvallur,83,45,0,128,96,941,1037,8.1015625,7.3515625,7.1015625,6.3515625,very_high_attraction,Q2,5-10,Medium,False
601203,2025,Tamil Nadu,Tiruvallur,133,67,0,200,256,2505,2761,13.805,12.525,12.805,11.525,extreme_attraction,Q4,10-20,Medium,False
601204,2025,Tamil Nadu,Thiruvallur,155,51,0,206,416,3325,3741,18.160194174757283,16.140776699029125,17.160194174757283,15.140776699029123,extreme_attraction,Q4,10-20,Medium,False
601205,2025,Tamil Nadu,Thiruvallur,67,19,0,86,133,1116,1249,14.523255813953488,12.976744186046512,13.523255813953488,11.976744186046512,extreme_attraction,Q4,10-20,Low,False
601206,2025,Tamil Nadu,Tiruvallur,66,23,0,89,103,734,837,9.404494382022472,8.247191011235955,8.404494382022472,7.247191011235955,very_high_attraction,Q2,5-10,Low,False
601301,2025,Tamil Nadu,Kancheepuram,126,66,0,192,452,3556,4008,20.875,18.52083333333333,19.875,17.520833333333332,extreme_attraction,Q4,10-20,Medium,False
602001,2025,Tamil Nadu,Tiruvallur,161,33,4,198,230,1803,2033,10.267676767676768,9.106060606060606,9.267676767676768,8.106060606060606,very_high_attraction,Q3,5-10,Medium,False
602002,2025,Tamil Nadu,Tiruvallur,138,30,3,171,146,1067,1213,7.093567251461988,6.239766081871345,6.093567251461988,5.239766081871345,very_high_attraction,Q2,5-10,Medium,False
602003,2025,Tamil Nadu,Tiruvallur,37,9,0,46,29,291,320,6.956521739130435,6.326086956521739,5.956521739130435,5.326086956521739,very_high_attraction,Q2,5-10,Low,False
602021,2025,Tamil Nadu,Tiruvallur,76,17,0,93,60,692,752,8.086021505376344,7.440860215053763,7.086021505376344,6.440860215053763,very_high_attraction,Q2,5-10,Low,False
602023,2025,Tamil Nadu,Tiruvallur,79,19,2,100,72,985,1057,10.57,9.85,9.57,8.85,very_high_attraction,Q3,5-10,Low,False
602024,2025,Tamil Nadu,Tiruvallur,366,82,2,450,506,3590,4096,9.102222222222222,7.977777777777778,8.102222222222222,6.977777777777778,very_high_attraction,Q2,5-10,Medium,False
602025,2025,Tamil Nadu,Tiruvallur,108,33,1,142,150,1525,1675,11.795774647887324,10.73943661971831,10.795774647887324,9.73943661971831,extreme_attraction,Q3,10-20,Medium,False
602026,2025,Tamil Nadu,Tiruvallur,99,26,0,125,123,1309,1432,11.456,10.472,10.456,9.472,extreme_attraction,Q3,10-20,Medium,False
602105,2025,Tamil Nadu,Kancheepuram,243,86,0,329,328,2343,2671,8.118541033434651,7.121580547112462,7.118541033434651,6.121580547112462,very_high_attraction,Q2,5-10,Medium,False
602106,2025,Tamil Nadu,Kancheepuram,88,25,1,114,161,977,1138,9.982456140350877,8.570175438596491,8.982456140350877,7.5701754385964914,very_high_attraction,Q3,5-10,Medium,False
602108,2025,Tamil Nadu,Tiruvallur,46,29,0,75,49,361,410,5.466666666666667,4.8133333333333335,4.466666666666667,3.8133333333333335,high_attraction,Q1,2-5,Low,False
603001,2025,Tamil Nadu,Kancheepuram,54,8,1,63,120,554,674,10.698412698412698,8.793650793650794,9.698412698412698,7.793650793650794,very_high_attraction,Q3,5-10,Low,False
603002,2025,Tamil Nadu,Kancheepuram,162,52,6,220,242,1340,1582,7.1909090909090905,6.090909090909091,6.1909090909090905,5.090909090909091,very_high_attraction,Q2,5-10,Medium,False
603101,2025,Tamil Nadu,Kancheepuram,55,7,1,63,68,388,456,7.238095238095238,6.158730158730159,6.238095238095238,5.158730158730159,very_high_attraction,Q2,5-10,Low,False
603102,2025,Tamil Nadu,Chengalpattu,195,22,0,217,389,1765,2154,9.926267281105993,8.133640552995391,8.926267281105991,7.133640552995392,very_high_attraction,Q3,5-10,Medium,False
603103,2025,Tamil Nadu,Kancheepuram,134,110,5,249,423,2856,3279,13.16867469879518,11.46987951807229,12.16867469879518,10.46987951807229,extreme_attraction,Q3,10-20,Medium,False
603104,2025,Tamil Nadu,Kancheepuram,61,28,2,91,120,1013,1133,12.45054945054945,11.131868131868131,11.45054945054945,10.131868131868131,extreme_attraction,Q3,10-20,Low,False
603105,2025,Tamil Nadu,Kancheepuram,55,18,0,73,100,649,749,10.26027397260274,8.89041095890411,9.26027397260274,7.890410958904109,very_high_attraction,Q3,5-10,Low,False
603106,2025,Tamil Nadu,Kancheepuram,29,7,0,36,25,185,210,5.833333333333333,5.138888888888889,4.833333333333333,4.138888888888889,high_attraction,Q1,2-5,Low,False
603107,2025,Tamil Nadu,Chengalpattu,100,32,0,132,132,1015,1147,8.68939393939394,7.6893939393939394,7.6893939393939394,6.6893939393939394,very_high_attraction,Q2,5-10,Medium,False
603108,2025,Tamil Nadu,Chengalpattu,84,34,0,118,145,974,1119,9.483050847457626,8.254237288135593,8.483050847457626,7.254237288135593,very_high_attraction,Q2,5-10,Medium,False
603109,2025,Tamil Nadu,Kancheepuram,257,63,0,320,281,1586,1867,5.834375,4.95625,4.834375,3.95625,high_attraction,Q1,2-5,Medium,False
603110,2025,Tamil Nadu,Kancheepuram,89,34,1,124,120,916,1036,8.35483870967742,7.387096774193548,7.35483870967742,6.387096774193548,very_high_attraction,Q2,5-10,Medium,False
603111,2025,Tamil Nadu,Kancheepuram,87,17,0,104,91,475,566,5.4423076923076925,4.5673076923076925,4.4423076923076925,3.5673076923076925,high_attraction,Q1,2-5,Medium,False
603112,2025,Tamil Nadu,Kancheepuram,43,23,1,67,68,712,780,11.64179104477612,10.626865671641792,10.64179104477612,9.626865671641792,extreme_attraction,Q3,10-20,Low,False
603201,2025,Tamil Nadu,Kancheepuram,50,14,0,64,28,280,308,4.8125,4.375,3.8125,3.375,high_attraction,Q1,2-5,Low,False
603202,2025,Tamil Nadu,Kancheepuram,367,125,2,494,722,4571,5293,10.714574898785424,9.253036437246964,9.714574898785424,8.253036437246964,very_high_attraction,Q3,5-10,Medium,False
603203,2025,Tamil Nadu,Kancheepuram,155,22,1,178,174,1204,1378,7.741573033707865,6.764044943820225,6.741573033707865,5.764044943820225,very_high_attraction,Q2,5-10,Medium,False
603204,2025,Tamil Nadu,Kancheepuram,310,99,28,437,233,1766,1999,4.574370709382151,4.0411899313501145,3.5743707093821517,3.0411899313501145,high_attraction,Q1,2-5,Medium,False
603209,2025,Tamil Nadu,Kancheepuram,83,30,0,113,109,903,1012,8.955752212389381,7.991150442477876,7.955752212389381,6.991150442477876,very_high_attraction,Q2,5-10,Medium,False
603210,2025,Tamil Nadu,Kancheepuram,85,18,1,104,186,1180,1366,13.134615384615383,11.346153846153848,12.134615384615383,10.346153846153848,extreme_attraction,Q3,10-20,Medium,False
603211,2025,Tamil Nadu,Kancheepuram,23,12,0,35,34,192,226,6.457142857142857,5.485714285714286,5.457142857142857,4.485714285714286,very_high_attraction,Q1,5-10,Low,False
603301,2025,Tamil Nadu,Kancheepuram,72,13,0,85,82,716,798,9.388235294117647,8.423529411764706,8.388235294117647,7.423529411764706,very_high_attraction,Q2,5-10,Low,False
